id,is_confirmed,is_payment_verified,is_fulfilled,state,registered_date,date_from,date_to,adult_count,child_count,infant_count,travel_type,price,discount,final_price,buy_price,reservation_type,cancellation_state,payment_currency_unit,currency_book,original_sell_price,utm_campaign,is_utm_campaign,total_room_nights,booking_price,booking_date,user_id,hotel_id,hotel_rank,hotel_stars,hotel_accommodation_type,net_commission_revenue_eur,cost_of_rooms_eur,gross_booking_revenue_eur,is_credit_booking,os,sum_room_adult,sum_room_children,sum_room_extra_bed,room_id,book_from_recommendation,city_id
88241245,1,1,1,draft,2022-08-08 01:10:26.444000,2022-08-11,2022-08-16,0,0,0,,4250000,0,4250000,4100000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",4250000.0,,0,5,4250000,2022-08-08,1,9,62.0,4.0,Hotel,30.6122448979593,836.734693877551,867.34693877551,0,desktop,2,1.0,1.0,9,0,7
88237908,1,1,1,draft,2022-08-08 01:01:09.956000,2022-08-08,2022-08-09,0,0,0,,600000,0,600000,550000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",600000.0,,0,1,600000,2022-08-08,0,10,40.0,3.0,Hotel,10.2040816326531,112.244897959184,122.448979591837,0,desktop,2,1.0,0.0,10,0,1
88286012,1,1,1,draft,2022-08-08 14:13:58.761000,2022-08-15,2022-08-18,0,0,0,,3645000,0,3645000,3442500,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",3645000.0,,0,3,3645000,2022-08-08,0,11,36.0,4.0,Hotel,41.3265306122449,702.551020408163,743.877551020408,0,desktop,2,0.0,1.0,11,0,3
88237899,1,1,1,draft,2022-08-08 00:50:48.918000,2022-08-19,2022-08-22,0,0,0,,2970000,0,2970000,2700000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",2970000.0,,0,3,2970000,2022-08-08,0,10,40.0,3.0,Hotel,55.1020408163265,551.020408163265,606.122448979592,0,desktop,4,1.0,0.0,12,0,1
88237523,1,1,1,draft,2022-08-08 00:42:24.533000,2022-08-08,2022-08-09,0,0,0,,4360000,0,4360000,2900000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",4360000.0,9425640846,1,2,4360000,2022-08-08,0,12,17.0,5.0,Hotel,297.959183673469,591.836734693878,889.795918367347,0,desktop,2,0.0,0.0,13,0,0
88231644,1,1,1,draft,2022-08-08 00:11:46.532000,2022-08-08,2022-08-09,0,0,0,,1895000,0,1895000,1667600,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1895000.0,10793163579,1,1,1895000,2022-08-08,0,13,50.0,4.0,Hotel,46.4081632653061,340.326530612245,386.734693877551,0,desktop,1,0.0,0.0,14,0,3
88229426,1,1,1,draft,2022-08-08 00:09:25.037000,2022-08-08,2022-08-09,0,0,0,,1166000,0,1166000,1110000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1166000.0,9425640858,1,1,1166000,2022-08-08,0,14,61.0,4.0,Hotel,11.4285714285714,226.530612244898,237.959183673469,0,desktop,3,1.0,0.0,15,0,8
88265470,1,1,1,draft,2022-08-08 10:08:11.604000,2022-08-09,2022-08-11,0,0,0,,3716000,0,3716000,3061808,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",3716000.0,,0,4,3716000,2022-08-08,0,15,65.0,4.0,Hotel,133.508571428571,624.858775510204,758.367346938776,0,desktop,2,0.0,0.0,16,0,3
88229318,1,1,1,draft,2022-08-07 23:53:53.112000,2022-08-08,2022-08-09,0,0,0,,848000,0,848000,800000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",848000.0,9425640852,1,2,848000,2022-08-08,0,16,93.0,3.0,Hotel,9.79591836734693,163.265306122449,173.061224489796,0,desktop,4,2.0,0.0,17,0,1
88224222,1,1,1,draft,2022-08-07 23:43:25.538000,2022-08-08,2022-08-09,0,0,0,,1900000,0,1900000,1800000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1900000.0,,0,1,1900000,2022-08-08,0,17,48.0,4.0,Hotel,20.4081632653061,367.34693877551,387.755102040816,0,desktop,2,1.0,1.0,18,0,9
88223890,1,1,1,draft,2022-08-07 23:18:55.670000,2022-08-22,2022-08-28,0,0,0,,5658000,0,5529000,5400000,b2b-normal,,rials,"{""euro"": 12100, ""dollar"": 10406}",,,0,6,5529000,2022-08-08,2,18,67.0,3.0,Apartments,26.3265306122448,1102.04081632653,1128.36734693878,0,android,2,1.0,0.0,19,0,0
88223519,1,1,1,draft,2022-08-07 23:10:38.924000,2022-08-25,2022-08-31,0,0,0,,2100000,0,2100000,1890000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",2100000.0,,0,6,2100000,2022-08-08,0,6,99.0,3.0,Hotel,42.8571428571428,385.714285714286,428.571428571429,0,desktop,2,1.0,0.0,20,0,4
88257031,1,1,1,draft,2022-08-08 03:30:30.475000,2022-08-08,2022-08-09,0,0,0,,1270000,0,1270000,1233000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1270000.0,,0,1,1270000,2022-08-08,0,19,45.0,5.0,Hotel,7.55102040816328,251.632653061224,259.183673469388,0,desktop,1,0.0,0.0,21,0,6
88222857,1,1,1,draft,2022-08-07 23:00:13.860000,2022-08-08,2022-08-09,0,0,0,,650000,0,650000,552500,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",650000.0,9425640846,1,1,650000,2022-08-08,0,20,67.0,2.0,Hotel,19.8979591836735,112.755102040816,132.65306122449,0,desktop,4,1.0,1.0,22,0,0
88222626,1,1,1,draft,2022-08-07 22:59:04.439000,2022-08-08,2022-08-09,0,0,0,,4500000,0,4500000,4400000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",4500000.0,9425640852,1,1,4500000,2022-08-08,0,21,14.0,4.0,Hotel,20.4081632653061,897.959183673469,918.367346938776,0,desktop,4,1.0,0.0,23,0,1
88221874,1,1,1,draft,2022-08-07 22:55:43.369000,2022-08-08,2022-08-12,0,0,0,,11740000,0,11740000,10506000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",11740000.0,,0,4,11740000,2022-08-08,0,22,13.0,5.0,Hotel,251.836734693878,2144.08163265306,2395.91836734694,0,desktop,2,1.0,1.0,24,0,1
88220793,1,1,1,draft,2022-08-07 22:51:50.514000,2022-08-08,2022-08-09,0,0,0,,675000,0,675000,594000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",675000.0,,0,1,675000,2022-08-08,0,23,87.0,3.0,Hotel,16.530612244898,121.224489795918,137.755102040816,0,desktop,3,1.0,0.0,25,0,1
88250726,1,1,1,draft,2022-08-08 01:28:55.832000,2022-08-12,2022-08-16,0,0,0,,3760000,0,3760000,3384000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",3760000.0,,0,4,3760000,2022-08-08,3,24,98.0,2.0,Hotel,76.7346938775511,690.612244897959,767.34693877551,0,android,2,1.0,0.0,26,0,1
88217908,1,1,1,draft,2022-08-07 22:05:37.353000,2022-08-07,2022-08-08,0,0,0,,3125000,0,3125000,2796500,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",3125000.0,,0,1,3125000,2022-08-08,0,22,13.0,5.0,Hotel,67.0408163265307,570.714285714286,637.755102040816,0,desktop,1,0.0,0.0,27,0,1
88215106,1,1,1,draft,2022-08-07 21:29:37.349000,2022-08-07,2022-08-08,0,0,0,,1722000,0,1722000,1566000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1722000.0,,0,2,1722000,2022-08-08,0,25,41.0,5.0,Hotel,31.8367346938776,319.591836734694,351.428571428571,0,desktop,10,2.0,0.0,28,0,4
88214357,1,1,1,draft,2022-08-07 21:29:35.281000,2022-08-07,2022-08-08,0,0,0,,2206000,0,2206000,1859813,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",2206000.0,,0,1,2206000,2022-08-08,0,26,11.0,5.0,Hotel,70.6504081632653,379.553673469388,450.204081632653,0,desktop,2,1.0,1.0,29,0,10
88214055,1,1,1,draft,2022-08-07 21:19:00.395000,2022-08-11,2022-08-12,0,0,0,,1404000,0,1404000,1352832,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1404000.0,,0,1,1404000,2022-08-08,0,27,34.0,4.0,Hotel,10.4424489795918,276.088163265306,286.530612244898,0,desktop,2,1.0,2.0,30,0,2
88213128,1,1,1,draft,2022-08-07 21:15:26.838000,2022-08-07,2022-08-08,0,0,0,,530000,0,530000,500000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",530000.0,,0,1,530000,2022-08-08,0,28,86.0,3.0,Apartments,6.12244897959184,102.040816326531,108.163265306122,0,desktop,2,1.0,1.0,31,0,11
88211228,1,1,1,draft,2022-08-07 21:03:41.364000,2022-08-07,2022-08-08,0,0,0,,1400000,0,1400000,1330000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1400000.0,,0,1,1400000,2022-08-08,0,29,61.0,4.0,Hotel,14.2857142857143,271.428571428571,285.714285714286,0,desktop,3,1.0,1.0,32,0,8
88210647,1,1,1,draft,2022-08-07 20:56:03.101000,2022-08-07,2022-08-08,0,0,0,,5355000,0,5355000,5040000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",5355000.0,,0,1,5355000,2022-08-08,0,3,10.0,5.0,Hotel,64.2857142857142,1028.57142857143,1092.85714285714,0,desktop,2,1.0,1.0,33,0,3
88249395,1,1,1,draft,2022-08-08 01:23:59.341000,2022-08-26,2022-09-04,0,0,0,,4770000,0,4770000,3816000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",4770000.0,,0,9,4770000,2022-08-08,4,30,82.0,3.0,Hotel,194.69387755102,778.775510204082,973.469387755102,0,android,2,1.0,0.0,34,0,1
88204532,1,1,1,draft,2022-08-07 20:55:42.854000,2022-08-07,2022-08-08,0,0,0,,3400000,0,3400000,3200000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",3400000.0,,0,1,3400000,2022-08-08,0,3,10.0,5.0,Hotel,40.8163265306123,653.061224489796,693.877551020408,0,desktop,2,1.0,1.0,35,0,3
88201576,1,1,1,draft,2022-08-07 20:37:50.037000,2022-08-07,2022-08-08,0,0,0,,1160000,0,1160000,1123136,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1160000.0,,0,1,1160000,2022-08-08,0,31,67.0,4.0,Hotel,7.52326530612245,229.211428571429,236.734693877551,0,desktop,2,1.0,1.0,36,0,10
88200640,1,1,1,draft,2022-08-07 20:26:00.111000,2022-08-08,2022-08-09,0,0,0,,1800000,0,1627200,1584000,b2b-normal,,rials,"{""euro"": 12100, ""dollar"": 10406}",,,0,4,1627200,2022-08-08,5,23,87.0,3.0,Hotel,8.81632653061223,323.265306122449,332.081632653061,0,android,8,4.0,0.0,37,0,1
88195872,1,1,1,draft,2022-08-07 20:25:36.070000,2022-08-16,2022-08-17,0,0,0,,640000,0,640000,610000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",640000.0,,0,1,640000,2022-08-08,0,9,62.0,4.0,Hotel,6.12244897959184,124.489795918367,130.612244897959,0,desktop,1,0.0,0.0,38,0,7
88195112,1,1,1,draft,2022-08-07 20:22:32.949000,2022-08-11,2022-08-12,0,0,0,,1036000,0,1036000,1000000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1036000.0,,0,2,1036000,2022-08-08,0,32,76.0,3.0,Hotel,7.34693877551018,204.081632653061,211.428571428571,0,desktop,2,0.0,0.0,39,0,2
88192680,1,1,1,draft,2022-08-07 20:07:36.988000,2022-08-07,2022-08-08,0,0,0,,758000,0,758000,667040,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",758000.0,,0,1,758000,2022-08-08,0,33,38.0,3.0,Hotel,18.5632653061225,136.130612244898,154.69387755102,0,desktop,2,1.0,0.0,40,0,1
88190708,1,1,1,draft,2022-08-07 20:00:33.294000,2022-09-22,2022-09-23,0,0,0,,2429000,0,2429000,2329000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",2429000.0,10793082469,1,1,2429000,2022-08-08,0,34,13.0,5.0,Hotel,20.4081632653061,475.30612244898,495.714285714286,0,desktop,2,0.0,0.0,41,0,2
88186650,1,1,1,draft,2022-08-07 19:57:57.192000,2022-08-15,2022-08-20,0,0,0,,8100000,0,8100000,7290000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",8100000.0,,0,5,8100000,2022-08-08,6,35,73.0,3.0,Apartments,165.30612244898,1487.75510204082,1653.0612244898,0,android,5,1.0,1.0,42,0,12
88181927,1,1,1,draft,2022-08-07 19:53:29.290000,2022-08-22,2022-08-24,0,0,0,,4252000,0,4252000,3401600,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",4252000.0,,0,2,4252000,2022-08-08,7,36,28.0,4.0,Hotel,173.551020408163,694.204081632653,867.755102040816,0,android,4,1.0,1.0,43,0,0
88192195,1,1,1,draft,2022-08-07 20:01:53.647000,2022-08-11,2022-08-12,0,0,0,,1485000,0,1485000,1350000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1485000.0,,0,1,1485000,2022-08-08,0,37,97.0,3.0,Apartments,27.5510204081633,275.510204081633,303.061224489796,0,desktop,9,1.0,2.0,44,0,13
88180147,1,1,1,draft,2022-08-07 19:45:29.098000,2022-08-14,2022-08-15,0,0,0,,620000,0,620000,580000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",620000.0,,0,1,620000,2022-08-08,0,38,37.0,4.0,Hotel,8.16326530612244,118.367346938776,126.530612244898,0,desktop,2,1.0,0.0,45,0,3
88177272,1,1,1,draft,2022-08-07 19:42:41.834000,2022-08-07,2022-08-08,0,0,0,,5500000,0,5500000,5000000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",5500000.0,,0,2,5500000,2022-08-08,0,39,8.0,5.0,Hotel,102.04081632653,1020.40816326531,1122.44897959184,0,desktop,4,2.0,2.0,46,0,1
88175753,1,1,1,draft,2022-08-07 19:41:07.709000,2022-08-07,2022-08-08,0,0,0,,1290000,0,1290000,1186800,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1290000.0,,0,1,1290000,2022-08-08,0,40,21.0,4.0,Hotel,21.0612244897959,242.204081632653,263.265306122449,0,desktop,2,1.0,0.0,47,0,14
88173696,1,1,1,draft,2022-08-07 19:39:40.790000,2022-08-10,2022-08-12,0,0,0,,2430000,0,2430000,2295000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",2430000.0,,0,2,2430000,2022-08-08,0,11,36.0,4.0,Hotel,27.5510204081633,468.367346938775,495.918367346939,0,desktop,2,0.0,1.0,11,0,3
88169144,1,1,1,draft,2022-08-07 19:30:43.556000,2022-08-07,2022-08-08,0,0,0,,789000,0,789000,769000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",789000.0,,0,1,789000,2022-08-08,0,41,86.0,3.0,Hotel,4.08163265306121,156.938775510204,161.020408163265,0,desktop,2,1.0,1.0,48,0,15
88168733,1,1,1,draft,2022-08-07 19:29:35.514000,2022-08-07,2022-08-08,0,0,0,,2520000,0,2520000,1670000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",2520000.0,,0,1,2520000,2022-08-07,0,12,17.0,5.0,Hotel,173.469387755102,340.816326530612,514.285714285714,0,desktop,2,1.0,1.0,49,0,0
88167626,1,1,1,draft,2022-08-07 19:29:05.904000,2022-08-07,2022-08-08,0,0,0,,1100000,0,1100000,990000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1100000.0,15839623403,1,1,1100000,2022-08-07,0,42,95.0,3.0,Hotel,22.4489795918367,202.040816326531,224.489795918367,0,desktop,2,1.0,0.0,50,0,16
88166612,1,1,1,draft,2022-08-07 19:04:14.605000,2022-08-07,2022-08-08,0,0,0,,1000000,0,1000000,920000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1000000.0,,0,1,1000000,2022-08-07,0,43,49.0,4.0,Hotel,16.3265306122449,187.755102040816,204.081632653061,0,desktop,2,1.0,1.0,51,0,10
88164885,1,1,1,draft,2022-08-07 18:59:04.562000,2022-08-07,2022-08-08,0,0,0,,1404000,0,1404000,1334000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1404000.0,,0,2,1404000,2022-08-07,0,14,61.0,4.0,Hotel,14.2857142857143,272.244897959184,286.530612244898,0,desktop,2,0.0,0.0,52,0,8
88162129,1,1,1,draft,2022-08-07 18:54:31.584000,2022-08-09,2022-08-10,0,0,0,,2750000,0,2750000,2337500,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",2750000.0,,0,1,2750000,2022-08-07,0,44,72.0,4.0,Hotel,84.1836734693877,477.040816326531,561.224489795918,0,desktop,4,1.0,1.0,53,0,17
88161770,1,1,1,draft,2022-08-07 18:40:14.418000,2022-08-15,2022-08-16,0,0,0,,3372000,0,3372000,3272344,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",3372000.0,,0,1,3372000,2022-08-07,0,26,11.0,5.0,Hotel,20.3379591836734,667.825306122449,688.163265306122,0,desktop,4,1.0,1.0,54,0,10
88157313,1,1,1,draft,2022-08-07 18:37:06.918000,2022-08-07,2022-08-08,0,0,0,,1109000,0,1109000,1045500,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1109000.0,,0,1,1109000,2022-08-07,0,45,43.0,5.0,Hotel,12.9591836734694,213.367346938776,226.326530612245,0,desktop,2,1.0,1.0,55,0,18
88157163,1,1,1,draft,2022-08-07 18:31:09.325000,2022-08-07,2022-08-08,0,0,0,,688000,0,688000,647000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",688000.0,,0,1,688000,2022-08-07,0,46,73.0,2.0,Hotel,8.36734693877551,132.040816326531,140.408163265306,0,desktop,2,1.0,1.0,56,0,19
88155596,1,1,1,draft,2022-08-07 18:30:28.879000,2022-08-07,2022-08-08,0,0,0,,5900000,0,5900000,5836950,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",5900000.0,,0,1,5900000,2022-08-07,0,47,12.0,5.0,Hotel,12.8673469387754,1191.21428571429,1204.08163265306,0,desktop,2,1.0,1.0,57,0,4
88150051,1,1,1,draft,2022-08-07 18:17:55.736000,2022-08-07,2022-08-10,0,0,0,,2212000,0,2212000,2100000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",2212000.0,,0,3,2212000,2022-08-07,0,48,42.0,4.0,Hotel,22.8571428571429,428.571428571429,451.428571428571,0,desktop,1,0.0,0.0,58,0,1
88147069,1,1,1,draft,2022-08-07 18:14:56.521000,2022-08-17,2022-08-20,0,0,0,,1350000,0,1350000,1245000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1350000.0,,0,3,1350000,2022-08-07,0,25,41.0,5.0,Hotel,21.4285714285714,254.081632653061,275.510204081633,0,desktop,2,1.0,0.0,59,0,4
88136933,1,1,1,draft,2022-08-07 18:14:07.666000,2022-08-25,2022-08-28,0,0,0,,2097000,0,2097000,1824390,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",2097000.0,,0,3,2097000,2022-08-07,8,49,99.0,3.0,Hotel,55.6346938775511,372.324489795918,427.959183673469,0,android,2,1.0,0.0,60,0,20
88135124,1,1,1,draft,2022-08-07 18:02:39.497000,2022-08-07,2022-08-08,0,0,0,,6600000,0,6600000,2208000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",6600000.0,,0,3,6600000,2022-08-07,0,50,59.0,4.0,Hotel,896.326530612245,450.612244897959,1346.9387755102,0,desktop,6,3.0,0.0,61,0,3
88132820,1,1,1,draft,2022-08-07 17:44:28.296000,2022-08-07,2022-08-08,0,0,0,,1432000,0,1432000,1400000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1432000.0,,0,2,1432000,2022-08-07,0,51,64.0,4.0,Hotel,6.53061224489795,285.714285714286,292.244897959184,0,desktop,2,0.0,0.0,62,0,16
88126560,1,1,1,draft,2022-08-07 17:40:52.250000,2022-08-07,2022-08-08,0,0,0,,907000,0,907000,816300,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",907000.0,,0,1,907000,2022-08-07,0,52,98.0,3.0,Hotel,18.5102040816327,166.591836734694,185.102040816327,0,desktop,2,1.0,0.0,63,0,9
88124354,1,1,1,draft,2022-08-07 17:30:34.442000,2022-08-07,2022-08-09,0,0,0,,3714000,0,3714000,3514500,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",3714000.0,,0,2,3714000,2022-08-07,9,34,13.0,5.0,Hotel,40.7142857142858,717.244897959184,757.959183673469,0,android,2,1.0,1.0,64,0,2
88124283,1,1,1,draft,2022-08-07 17:29:28.145000,2022-09-15,2022-09-17,0,0,0,,2000000,0,2000000,1800000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",2000000.0,,0,4,2000000,2022-08-07,0,4,93.0,3.0,Hotel,40.8163265306123,367.34693877551,408.163265306122,0,desktop,6,2.0,0.0,65,0,4
88115076,1,1,1,draft,2022-08-07 17:06:30.489000,2022-08-07,2022-08-08,0,0,0,,1170000,0,1170000,1140838,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",1170000.0,15839623403,1,1,1170000,2022-08-07,0,53,82.0,4.0,Hotel,5.95142857142858,232.824081632653,238.775510204082,0,desktop,2,1.0,0.0,66,0,16
88114305,1,1,1,draft,2022-08-07 17:02:57.562000,2022-08-07,2022-08-11,0,0,0,,800000,0,800000,720000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",800000.0,,0,8,800000,2022-08-07,0,4,93.0,3.0,Hotel,16.3265306122449,146.938775510204,163.265306122449,0,desktop,4,2.0,0.0,4,0,4
88112773,1,1,1,draft,2022-08-07 16:37:07.011000,2022-08-09,2022-08-11,0,0,0,,4400000,0,4400000,3872000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",4400000.0,,0,2,4400000,2022-08-07,0,54,54.0,5.0,Hotel,107.755102040816,790.204081632653,897.959183673469,0,desktop,1,0.0,0.0,67,0,3
88109114,1,1,1,draft,2022-08-07 16:22:55.812000,2022-08-07,2022-08-08,0,0,0,,3125000,0,3125000,2796500,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",3125000.0,,0,1,3125000,2022-08-07,0,22,13.0,5.0,Hotel,67.0408163265307,570.714285714286,637.755102040816,0,desktop,2,0.0,0.0,68,0,1
88108711,1,1,1,draft,2022-08-07 16:10:19.935000,2022-08-07,2022-08-08,0,0,0,,929000,0,929000,765452,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",929000.0,,0,1,929000,2022-08-07,0,15,65.0,4.0,Hotel,33.3771428571429,156.214693877551,189.591836734694,0,desktop,1,0.0,0.0,16,0,3
88108005,1,1,1,draft,2022-08-07 16:03:16.628000,2022-08-19,2022-08-22,0,0,0,,5859000,0,5859000,5670000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",5859000.0,9425640840,1,3,5859000,2022-08-07,0,55,4.0,5.0,Hotel,38.5714285714287,1157.14285714286,1195.71428571429,0,desktop,2,0.0,0.0,69,0,4
88107644,1,1,1,draft,2022-08-07 15:54:01.526000,2022-08-15,2022-08-17,0,0,0,,700000,0,700000,595000,b2c,,rials,"{""euro"": 12100, ""dollar"": 10406}",700000.0,,0,2,700000,2022-08-07,0,20,67.0,2.0,Hotel,21.4285714285714,121.428571428571,142.857142857143,0,desktop,1,0.0,0.0,70,0,0
